,X,Y,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,LAT,LONG
228,-8233765.528,4976504.666,229,0.04252529,9.47E-05,Sutton Place/Turtle Bay North,229,Manhattan,40.7565893,-73.9651742
229,-8235880.817,4976983.092,230,0.03102831,5.61E-05,Times Sq/Theatre District,230,Manhattan,40.75984474,-73.98417616
230,-8238389.453,4970937.461,231,0.063420117,0.00016693,TriBeCa/Civic Center,231,Manhattan,40.71869564,-74.00671162
231,-8235672.71,4970451.383,232,0.061470909,0.00021605,Two Bridges/Seward Park,232,Manhattan,40.71538608,-73.9823067
232,-8234442.549,4975414.707,233,0.048035918,0.000116188,UN/Turtle Bay South,233,Manhattan,40.7491721,-73.97125598
233,-8236582.292,4974113.088,234,0.036072199,7.31E-05,Union Sq,234,Manhattan,40.74031346,-73.99047762
234,-8228176.636,4990757.334,235,0.076166843,0.000212845,University Heights/Morris Heights,235,Bronx,40.85350293,-73.91496833
235,-8232852.507,4980017.923,236,0.044251922,0.000102864,Upper East Side North,236,Manhattan,40.78049148,-73.95697239
236,-8233823.113,4978261.356,237,0.0422126,9.60E-05,Upper East Side South,237,Manhattan,40.76854188,-73.96569149
237,-8234616.045,4981675.581,238,0.060109311,0.000184764,Upper West Side North,238,Manhattan,40.79176624,-73.97281452
238,-8235223.718,4980549.513,239,0.063626115,0.000204715,Upper West Side South,239,Manhattan,40.78410736,-73.97827334
239,-8224180.14,4996829.158,240,0.146069764,0.000722131,Van Cortlandt Park,240,Bronx,40.89474641,-73.87906719
240,-8226115.201,4994065.305,241,0.068764578,0.000254677,Van Cortlandt Village,241,Bronx,40.87597585,-73.89645014
241,-8219817.726,4990182.442,242,0.138136446,0.000360072,Van Nest/Morris Park,242,Bronx,40.84959658,-73.83987896
242,-8230164.356,4991517.86,243,0.0943315,0.000438377,Washington Heights North,243,Manhattan,40.85867029,-73.93282432
243,-8231148.698,4988949.588,244,0.080568604,0.000359703,Washington Heights South,244,Manhattan,40.84121867,-73.94166681
244,-8249127.218,4957695.808,245,0.09598306,0.000466175,West Brighton,245,Staten Island,40.62847847,-74.10317061
245,-8238144.656,4975894.507,246,0.069467194,0.000281298,West Chelsea/Hudson Yards,246,Manhattan,40.75243725,-74.00451257
246,-8229299.945,4987182.939,247,0.092967858,0.000205617,West Concourse,247,Bronx,40.82921147,-73.92505918
247,-8223283.268,4987987.086,248,0.056919117,0.000149593,West Farms/Bronx River,248,Bronx,40.8346772,-73.87101045
248,-8237920.273,4973275.386,249,0.036384344,7.22E-05,West Village,249,Manhattan,40.73461156,-74.00249691
249,-8220886.361,4987665.387,250,0.079626347,0.000240976,Westchester Village/Unionport,250,Bronx,40.83249069,-73.84947867
250,-8251360.981,4956394.443,251,0.137711161,0.000625755,Westerleigh,251,Staten Island,40.61960551,-74.12323684
251,-8217092.106,4981174.848,252,0.158004374,0.001025264,Whitestone,252,Queens,40.78836065,-73.8153943
252,-8219995.346,4977018.598,253,0.0360515,7.83E-05,Willets Point,253,Queens,40.76008633,-73.84147455
253,-8221864.969,4995132.36,254,0.085886375,0.00036004,Williamsbridge/Olinville,254,Bronx,40.88322333,-73.85826966
254,-8232870.472,4970957.811,255,0.0623842,0.000172309,Williamsburg (North Side),255,Brooklyn,40.71883419,-73.95713377
255,-8233090.229,4969803.873,256,0.067914967,0.000168611,Williamsburg (South Side),256,Brooklyn,40.71097713,-73.95910788
256,-8235108.61,4961390.692,257,0.058669026,0.000138909,Windsor Terrace,257,Brooklyn,40.6536645,-73.97723931
257,-8221683.451,4966742.258,258,0.089013379,0.00036621,Woodhaven,258,Queens,40.69012637,-73.85663905
258,-8221651.398,4997470.717,259,0.126750305,0.000394552,Woodlawn/Wakefield,259,Bronx,40.89910277,-73.85635112
259,-8226923.73,4975065.828,260,0.133514155,0.000422345,Woodside,260,Queens,40.74679779,-73.90371328
260,-8239080.497,4969509.94,261,0.027120456,3.43E-05,World Trade Center,261,Manhattan,40.70897562,-74.01291938
261,-8231612.122,4979436.18,262,0.049063623,0.00012233,Yorkville East,262,Manhattan,40.77653423,-73.94582982
262,-8232210.817,4979724.55,263,0.037016625,6.58E-05,Yorkville West,263,Manhattan,40.77849587,-73.95120799
